timestamp,oracle_type,ticker,action,price_cents,quantity,spot_price,expected_value
2026-02-26T17:50:03.812454+00:00,crypto,KXBTC-26FEB2617-B66750,buy_yes,24,1,66696.0,0.235
2026-02-26T17:50:03.946470+00:00,crypto,KXBTC-26FEB2613-B66625,buy_yes,45,1,66696.0,0.024999999999999967
2026-02-26T17:50:04.097247+00:00,crypto,KXBTC-26FEB2613-B66875,buy_yes,31,1,66696.0,0.16499999999999998
2026-02-26T17:50:04.222429+00:00,crypto,KXBTC-26FEB2613-B66375,buy_yes,10,1,66696.0,0.375
2026-02-26T17:50:04.350621+00:00,crypto,KXBTC-26FEB2613-B67125,buy_yes,4,1,66696.0,0.43499999999999994
2026-02-26T17:50:04.481330+00:00,crypto,KXBTC-26FEB2617-B66250,buy_yes,26,1,66696.0,0.21499999999999997
2026-02-26T17:50:04.590926+00:00,crypto,KXBTC-26FEB2617-B67250,buy_yes,20,1,66696.0,0.275
2026-02-26T17:50:04.720824+00:00,crypto,KXBTC-26FEB2613-B66125,buy_yes,1,1,66696.0,0.465
2026-02-26T17:50:04.915253+00:00,crypto,KXBTC-26FEB2613-B67375,buy_yes,1,1,66696.0,0.465
2026-02-26T17:50:05.061769+00:00,crypto,KXBTC-26FEB2613-B65875,buy_yes,1,1,66696.0,0.465
2026-02-26T17:50:05.189786+00:00,crypto,KXBTC-26FEB2613-B67625,buy_yes,1,1,66696.0,0.465
2026-02-26T17:50:05.316089+00:00,crypto,KXBTC-26FEB2617-B65750,buy_yes,13,1,66696.0,0.345
2026-02-26T17:50:05.446139+00:00,crypto,KXBTC-26FEB2617-B67750,buy_yes,10,1,66696.0,0.375
2026-02-26T17:50:05.557470+00:00,crypto,KXBTC-26FEB2613-B65625,buy_yes,1,1,66696.0,0.465
2026-02-26T17:50:05.698088+00:00,crypto,KXBTC-26FEB2613-B67875,buy_yes,1,1,66696.0,0.465
2026-02-26T17:50:05.938137+00:00,crypto,KXBTC-26FEB2613-B68125,buy_yes,1,1,66696.0,0.465
2026-02-26T17:50:06.087450+00:00,crypto,KXBTC-26FEB2617-B65250,buy_yes,6,1,66696.0,0.4149999999999999
2026-02-26T17:50:06.227033+00:00,crypto,KXBTC-26FEB2617-B68250,buy_yes,5,1,66696.0,0.425
2026-02-26T17:59:58.766720+00:00,crypto,KXBTC-26FEB2613-B65375,buy_yes,19,1,66849.69,0.285
2026-02-26T18:05:07.715058+00:00,crypto,KXBTC-26FEB2614-B66875,buy_yes,29,1,66860.74,0.185
2026-02-26T18:05:07.990986+00:00,crypto,KXBTC-26FEB2614-B66625,buy_yes,24,1,66860.74,0.235
2026-02-26T18:05:08.161240+00:00,crypto,KXBTC-26FEB2614-B67125,buy_yes,19,1,66860.74,0.285
2026-02-26T18:05:08.427693+00:00,crypto,KXBTC-26FEB2614-B66375,buy_yes,11,1,66860.74,0.36499999999999994
2026-02-26T18:05:08.556497+00:00,crypto,KXBTC-26FEB2614-B67375,buy_yes,10,1,66860.74,0.375
2026-02-26T18:05:08.813772+00:00,crypto,KXBTC-26FEB2614-B66125,buy_yes,4,1,66860.74,0.43499999999999994
2026-02-26T18:05:08.941540+00:00,crypto,KXBTC-26FEB2614-B67625,buy_yes,3,1,66860.74,0.445
2026-02-26T18:05:09.440745+00:00,crypto,KXBTC-26FEB2614-B65875,buy_yes,1,1,66860.74,0.465
2026-02-26T18:05:09.570457+00:00,crypto,KXBTC-26FEB2614-B67875,buy_yes,2,1,66860.74,0.45499999999999996
2026-02-26T18:05:09.810968+00:00,crypto,KXBTC-26FEB2614-B65625,buy_yes,1,1,66860.74,0.465
2026-02-26T18:05:09.941529+00:00,crypto,KXBTC-26FEB2614-B68125,buy_yes,1,1,66860.74,0.465
2026-02-26T18:10:13.903316+00:00,crypto,KXBTC-26FEB2614-B65375,buy_yes,1,1,66658.73,0.465
2026-02-26T20:54:55.183720+00:00,nba,KXNBAGAME-26FEB26CHAIND,post_yes,50,1,,
2026-02-26T20:54:55.226736+00:00,nba,KXNBAGAME-26FEB26MIAPHI,post_yes,50,1,,
2026-02-26T20:54:55.249718+00:00,nhl,KXNHLGAME-26FEB26NYRWSH,post_yes,50,1,,
2026-02-26T20:54:55.267549+00:00,other,KXW-VIS-26FEB26,post_yes,50,1,,
2026-02-26T21:05:32.638140+00:00,crypto,KXBTC-26FEB2617-B66250,post_yes,1,1,,
2026-02-26T21:05:32.668500+00:00,crypto,KXBTC-26FEB2617-B66750,post_yes,8,1,,
2026-02-26T21:05:32.691790+00:00,crypto,KXBTC-26FEB2617-B67250,post_yes,53,1,,
2026-02-26T21:05:32.711909+00:00,crypto,KXBTC-26FEB2617-B67750,post_yes,38,1,,
2026-02-26T21:05:32.730060+00:00,crypto,KXBTC-26FEB2617-B68250,post_yes,6,1,,
2026-02-26T21:05:32.746680+00:00,crypto,KXBTC-26FEB2617-B68750,post_yes,2,1,,
2026-02-26T21:05:32.763826+00:00,nba,KXNBAGAME-26FEB26CHAIND-IND,post_yes,14,1,,
2026-02-26T21:05:32.781861+00:00,nba,KXNBAGAME-26FEB26CHAIND-CHA,post_yes,86,1,,
2026-02-26T21:05:32.799116+00:00,nba,KXNBAGAME-26FEB26MIAPHI-PHI,post_yes,59,1,,
2026-02-26T21:05:32.815094+00:00,nba,KXNBAGAME-26FEB26MIAPHI-MIA,post_yes,41,1,,
2026-02-26T21:05:42.748774+00:00,crypto,KXBTC-26FEB2617-B66750,cancel_replace_yes,6,1,67436.0,0.019104808576348418
2026-02-26T21:05:43.063330+00:00,crypto,KXBTC-26FEB2617-B68250,cancel_replace_yes,4,1,67436.0,0.01283071452648378
2026-02-26T21:06:08.321179+00:00,crypto,KXBTC-26FEB2617-B68250,cancel_replace_yes,3,1,67436.0,0.014796411350619702
